,user_id
1105,1515915625453363456
1106,1515915625449433600
1107,1515915625453742080
1108,1515915625441916928
1109,1515915625448599040
1110,1515915625453799680
1111,1515915625453588992
1112,1515915625453751040
1113,1515915625446496768
1114,1515915625448272384
1115,1515915625453631488
1116,1515915625446220544
1117,1515915625453820416
1118,1515915625453814272
1119,1515915625453826304
1120,1515915625441088256
1121,1515915625453812480
1122,1515915625443471104
1123,1515915625453819136
1124,1515915625453833216
1125,1515915625441057792
1126,1515915625441469952
1127,1515915625453778432
1128,1515915625451405056
1129,1515915625496305664
1130,1515915625446254592
1131,1515915625446989056
1132,1515915625453847552
1133,1515915625453850112
1134,1515915625453854720
1135,1515915625444916736
1136,1515915625448328960
1137,1515915625453852672
1138,1515915625453557760
1139,1515915625453844736
1140,1515915625453870080
1141,1515915625453868032
1142,1515915625444067840
1143,1515915625453872384
1144,1515915625453651456
1145,1515915625450597888
1146,1515915625453900544
1147,1515915625453745664
1148,1515915625453574144
1149,1515915625453922560
1150,1515915625452396544
1151,1515915625453925120
1152,1515915625453768960
1153,1515915625453929216
1154,1515915625448762624
1155,1515915625450714880
1156,1515915625453869568
1157,1515915625453956608
1158,1515915625453989120
1159,1515915625513331712
1160,1515915625454013952
1161,1515915625454018048
1162,1515915625441074176
1163,1515915625454016256
1164,1515915625440967168
1165,1515915625454022400
1166,1515915625451678720
1167,1515915625448175360
1168,1515915625450820608
1169,1515915625454036992
1170,1515915625447023616
1171,1515915625454034944
1172,1515915625441282816
1173,1515915625442137344
1174,1515915625453829120
1175,1515915625454044160
1176,1515915625443278080
1177,1515915625454044416
1178,1515915625453524992
1179,1515915625441561856
1180,1515915625454050560
1181,1515915625447900160
1182,1515915625453194752
1183,1515915625441698816
1184,1515915625442841344
1185,1515915625454056960
1186,1515915625453573120
1187,1515915625454033664
1188,1515915625454036224
1189,1515915625446689280
1190,1515915625454040320
1191,1515915625454070016
1192,1515915625444291840
1193,1515915625454047232
1194,1515915625444231936
1195,1515915625451732736
1196,1515915625441881344
1197,1515915625454046720
1198,1515915625454067712
1199,1515915625453048064
1200,1515915625454072832
1201,1515915625454046464
1202,1515915625454082304
1203,1515915625441032192
1204,1515915625453779200
1205,1515915625454085376
1206,1515915625453075968
1207,1515915625454088704
1208,1515915625444814848
1209,1515915625449536000
1210,1515915625454085120
1211,1515915625454092800
1212,1515915625454084608
1213,1515915625453774080
1214,1515915625454062080
1215,1515915625454093056
1216,1515915625454094848
1217,1515915625453744128
1218,1515915625445408768
1219,1515915625441477120
1220,1515915625498308864
1221,1515915625454096384
1222,1515915625454066944
1223,1515915625454018816
1224,1515915625450433280
1225,1515915625454113280
1226,1515915625454110464
1227,1515915625473644800
1228,1515915625442485504
1229,1515915625453367808
1230,1515915625453062400
1231,1515915625454120448
1232,1515915625454095616
1233,1515915625454115840
1234,1515915625451499520
1235,1515915625454122240
1236,1515915625454126080
1237,1515915625454125056
1238,1515915625443700480
1239,1515915625442976768
1240,1515915625446544640
1241,1515915625453890560
1242,1515915625445425920
1243,1515915625444141568
1244,1515915625442669568
1245,1515915625454045696
1246,1515915625453978112
1247,1515915625445652992
1248,1515915625449381376
1249,1515915625449816320
1250,1515915625454121984
1251,1515915625454147072
1252,1515915625442039040
1253,1515915625454152704
1254,1515915625441071104
1255,1515915625453112320
1256,1515915625449871616
1257,1515915625451998976
1258,1515915625453799424
1259,1515915625449922816
1260,1515915625445870336
1261,1515915625454148608
1262,1515915625448747520
1263,1515915625440960512
1264,1515915625453860864
1265,1515915625451590656
1266,1515915625453858560
1267,1515915625451593216
1268,1515915625451055616
1269,1515915625454131456
1270,1515915625441612544
1271,1515915625451008000
1272,1515915625448810240
1273,1515915625454171136
1274,1515915625448387584
1275,1515915625454182912
1276,1515915625448286208
1277,1515915625453142528
1278,1515915625453787648
1279,1515915625454116352
1280,1515915625445963264
1281,1515915625454173184
1282,1515915625441479168
1283,1515915625454119424
1284,1515915625447997952
1285,1515915625454189568
1286,1515915625445865216
1287,1515915625444016384
1288,1515915625441687040
1289,1515915625453630720
1290,1515915625454196480
1291,1515915625441402368
1292,1515915625443590400
1293,1515915625454015744
1294,1515915625513976064
1295,1515915625454207744
1296,1515915625454206464
1297,1515915625453619712
1298,1515915625454211584
1299,1515915625454054912
1300,1515915625453884160
1301,1515915625454219520
1302,1515915625454135808
1303,1515915625454163456
1304,1515915625448986880
1305,1515915625454185216
1306,1515915625453614592
1307,1515915625454222848
1308,1515915625451587840
1309,1515915625454214656
1310,1515915625454199040
1311,1515915625448109056
1312,1515915625451002880
1313,1515915625447645440
1314,1515915625442208256
1315,1515915625447643648
1316,1515915625453301248
1317,1515915625445914880
1318,1515915625454244352
1319,1515915625451758592
1320,1515915625442079744
1321,1515915625454237440
1322,1515915625452484864
1323,1515915625453765632
1324,1515915625454252800
1325,1515915625443120384
1326,1515915625444800256
1327,1515915625453068544
1328,1515915625454246656
1329,1515915625441053184
1330,1515915625454237184
1331,1515915625454264064
1332,1515915625454259456
1333,1515915625454268416
1334,1515915625454266624
1335,1515915625451473920
1336,1515915625443876352
1337,1515915625442219264
1338,1515915625454272000
1339,1515915625444933376
1340,1515915625454246912
1341,1515915625442526208
1342,1515915625440993024
1343,1515915625449851392
1344,1515915625454295040
1345,1515915625454292992
1346,1515915625448089344
1347,1515915625454117120
1348,1515915625445984256
1349,1515915625447989248
1350,1515915625454293760
1351,1515915625441445120
1352,1515915625447640064
1353,1515915625453606144
1354,1515915625442190848
1355,1515915625454310400
1356,1515915625454309120
1357,1515915625453681664
1358,1515915625441653504
1359,1515915625445596160
1360,1515915625454323456
